CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
18235,56,1,430.46,3,3,3,333,Need Attention
18236,25,2,304.5,4,4,2,442,Loyal Customers
18239,57,4,1123.51,3,5,4,354,Loyal Customers
18241,3,3,487.83,5,5,3,553,Champions
18242,35,2,694.08,4,4,4,444,Loyal Customers
18245,50,3,940.56,3,5,4,354,Loyal Customers
18246,72,1,232.9,2,3,2,232,At-Risk
18248,25,1,496.46,4,3,3,433,Potential Loyalists
18250,149,1,349.27,1,3,2,132,At-Risk
18252,10,1,69.9,5,3,1,531,Potential Loyalists
18257,7,4,935.6,5,5,4,554,Champions
18260,11,5,2412.5,5,5,5,555,Champions
18263,91,1,307.6,2,3,2,232,At-Risk
18270,105,1,111.95,2,3,1,231,At-Risk
18272,64,2,980.54,2,4,4,244,At-Risk
18273,96,1,51.0,2,3,1,231,At-Risk
18280,116,1,180.6,1,3,1,131,At-Risk
18281,19,1,80.82,4,3,1,431,Potential Loyalists
18283,8,7,842.58,5,5,4,554,Champions
18287,40,1,765.28,3,3,4,334,Need Attention
